"","study","method","interviewer","computer.assisted","item_name","repetition","concept","domain","past","future","centrality","socdesir","visual","questiontype","motivation","opinionother","gradation","instr_respon","instr_interv","intropresent","intr_request","numsub_intro","nwords_intro","avgwrd_intro","nnouns_intro","nabst_intro","avgabs_intro","nwords_total","avgwrd_total","nsub_quest","nsyll_total","avgsy_total","nnouns_total","nabst_total","avgabs_total","used_WH_word","form_basic","stimulus","absolute","balance","encourage","subjectiveop","knowledge","dont_know","scale_basic","ncategories","labels","labels_gramm","scal_neutral","range.correspondence","scale_urange","scale_trange","scale_corres","symmetry","labels_order","fixrefpoints","position","usedshowcard","country","language","rel","val"
"504","Old 132",2,0,1,"132.1.2",1,"73",105,0,0,0,0,1,1,0,0,0,1,0,1,0,0,15,15,3,3,1,16,16,0,20,1.25,3,3,1,0,"1",1,0,1,0,0,0,"3","4",7,"2","0","1",2,1,1,1,1,1,0,120,0,"NL","nld",0.91,0.98
"505","Old 132",2,0,1,"132.2.2",1,"73",103,0,0,0,0,1,1,0,0,0,0,0,1,0,0,15,15,3,3,1,14,14,0,22,1.57142857142857,3,3,1,0,"1",1,0,1,0,0,0,"3","4",7,"2","0","1",2,1,1,1,1,1,0,121,0,"NL","nld",0.62,0.95
"506","Old 132",2,0,1,"132.3.2",1,"73",107,0,0,0,0,1,1,0,0,0,0,0,1,0,0,15,15,3,3,1,15,15,0,22,1.46666666666667,2,2,1,0,"1",1,0,1,0,0,0,"3","4",7,"2","0","1",2,1,1,1,1,1,0,122,0,"NL","nld",0.91,0.98
"507","Old 132",1,0,1,"132.1.1",0,"73",105,0,0,0,0,1,1,0,0,0,1,0,1,0,1,20,20,4,4,1,20,20,0,25,1.25,4,4,1,0,"2",1,0,1,0,0,0,"3","3",1000,"2","0","1",2,1,1,1,1,1,2,104,0,"NL","nld",0.95,0.98
"508","Old 132",1,0,1,"132.2.1",0,"73",103,0,0,0,0,1,1,0,0,0,0,0,1,0,1,20,20,4,4,1,18,18,0,27,1.5,4,4,1,0,"2",1,0,1,0,0,0,"3","3",1000,"2","0","1",2,1,1,1,1,1,2,105,0,"NL","nld",1,0.98
"509","Old 132",1,0,1,"132.3.1",0,"73",107,0,0,0,0,1,1,0,0,0,0,0,1,0,1,20,20,4,4,1,19,19,0,29,1.52631578947368,3,3,1,0,"2",1,0,1,0,0,0,"3","3",1000,"2","0","1",2,1,1,1,1,1,2,106,0,"NL","nld",0.94,0.98
"510","Old 132",3,0,1,"132.1.3",1,"73",105,0,0,0,0,1,1,0,0,0,1,0,1,0,0,16,16,3,3,1,20,20,1,25,1.25,4,4,1,0,"2",1,0,1,0,0,0,"3","4",38,"2","0","1",2,1,1,1,1,1,2,128,0,"NL","nld",0.99,0.98
"511","Old 132",3,0,1,"132.2.3",1,"73",103,0,0,0,0,1,1,0,0,0,0,0,1,0,0,16,16,3,3,1,18,18,1,27,1.5,4,4,1,0,"2",1,0,1,0,0,0,"3","4",38,"2","0","1",2,1,1,1,1,1,2,129,0,"NL","nld",0.94,0.98
"512","Old 132",3,0,1,"132.3.3",1,"73",107,0,0,0,0,1,1,0,0,0,0,0,1,0,0,16,16,3,3,1,19,19,1,29,1.52631578947368,3,3,1,0,"2",1,0,1,0,0,0,"3","4",38,"2","0","1",2,1,1,1,1,1,2,130,0,"NL","nld",0.98,0.98
"513","Old 133",2,0,1,"133.1.2",1,"73",105,0,0,0,0,1,1,0,0,0,1,0,1,0,0,15,15,3,3,1,16,16,0,20,1.25,3,3,1,0,"1",1,0,1,0,0,0,"3","4",7,"2","0","1",2,1,1,1,1,1,0,119,0,"NL","nld",0.94,0.97
"514","Old 133",2,0,1,"133.2.2",1,"73",103,0,0,0,0,1,1,0,0,0,0,0,1,0,0,15,15,3,3,1,14,14,0,22,1.57142857142857,3,3,1,0,"1",1,0,1,0,0,0,"3","4",7,"2","0","1",2,1,1,1,1,1,0,120,0,"NL","nld",0.58,0.93
"515","Old 133",2,0,1,"133.3.2",1,"73",107,0,0,0,0,1,1,0,0,0,0,0,1,0,0,15,15,3,3,1,15,15,0,22,1.46666666666667,2,2,1,0,"1",1,0,1,0,0,0,"3","4",7,"2","0","1",2,1,1,1,1,1,0,121,0,"NL","nld",0.94,0.97
"516","Old 133",1,0,1,"133.1.1",0,"73",105,0,0,0,0,1,1,0,0,0,1,0,1,0,1,20,20,4,4,1,20,20,0,25,1.25,4,4,1,0,"2",1,0,1,0,0,0,"3","3",1000,"2","0","1",2,1,1,1,1,1,2,4,0,"NL","nld",0.94,0.97
"517","Old 133",1,0,1,"133.2.1",0,"73",103,0,0,0,0,1,1,0,0,0,0,0,1,0,1,20,20,4,4,1,18,18,0,27,1.5,4,4,1,0,"2",1,0,1,0,0,0,"3","3",1000,"2","0","1",2,1,1,1,1,1,2,5,0,"NL","nld",0.99,0.97
"518","Old 133",1,0,1,"133.3.1",0,"73",107,0,0,0,0,1,1,0,0,0,0,0,1,0,1,20,20,4,4,1,19,19,0,29,1.52631578947368,3,3,1,0,"2",1,0,1,0,0,0,"3","3",1000,"2","0","1",2,1,1,1,1,1,2,6,0,"NL","nld",0.95,0.97
"519","Old 133",3,0,1,"133.1.3",1,"73",105,0,0,0,0,1,1,0,0,0,1,0,1,0,0,16,16,3,3,1,20,20,1,25,1.25,4,4,1,0,"2",1,0,1,0,0,0,"3","4",38,"2","0","1",2,1,1,1,1,1,2,127,0,"NL","nld",0.98,0.98
"520","Old 133",3,0,1,"133.2.3",1,"73",103,0,0,0,0,1,1,0,0,0,0,0,1,0,0,16,16,3,3,1,18,18,1,27,1.5,4,4,1,0,"2",1,0,1,0,0,0,"3","4",38,"2","0","1",2,1,1,1,1,1,2,128,0,"NL","nld",0.95,0.97
"521","Old 133",3,0,1,"133.3.3",1,"73",107,0,0,0,0,1,1,0,0,0,0,0,1,0,0,16,16,3,3,1,19,19,1,29,1.52631578947368,3,3,1,0,"2",1,0,1,0,0,0,"3","4",38,"2","0","1",2,1,1,1,1,1,2,129,0,"NL","nld",0.97,0.98
"522","Old 135",1,0,1,"135.1.1",0,"73",14,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,18,2,1,1,1,0,"2",0,0,0,1,0,1,"1","0",5,"3","0","3",3,0,1,3,0,1,0,NA,0,"NL","nld",0.86,1
"523","Old 135",1,0,1,"135.2.1",0,"73",7,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,16,1.77777777777778,1,1,1,0,"2",0,0,0,1,0,1,"1","0",5,"3","0","3",3,0,1,3,0,1,0,NA,0,"NL","nld",0.94,1
"524","Old 135",1,0,1,"135.3.1",0,"73",7,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,16,1.77777777777778,1,1,1,0,"2",0,0,0,1,0,1,"1","0",5,"3","0","3",3,0,1,3,0,1,0,NA,0,"NL","nld",0.94,1
"525","Old 135",2,0,1,"135.1.2",1,"73",14,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,18,2,1,1,1,0,"2",0,0,0,1,0,0,"1","0",5,"3","0","3",3,0,1,3,0,1,0,NA,0,"NL","nld",0.96,0.99
"526","Old 135",2,0,1,"135.2.2",1,"73",7,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,16,1.77777777777778,1,1,1,0,"2",0,0,0,1,0,0,"1","0",5,"3","0","3",3,0,1,3,0,1,0,NA,0,"NL","nld",0.98,0.99
"527","Old 135",2,0,1,"135.3.2",1,"73",7,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,16,1.77777777777778,1,1,1,0,"2",0,0,0,1,0,0,"1","0",5,"3","0","3",3,0,1,3,0,1,0,NA,0,"NL","nld",0.93,0.99
"528","Old 135",3,0,1,"135.1.3",1,"73",14,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,18,2,1,1,1,0,"2",0,0,0,1,0,1,"1","0",5,"3","0","3",3,0,1,3,0,1,0,NA,0,"NL","nld",0.87,1
"529","Old 135",3,0,1,"135.2.3",1,"73",7,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,16,1.77777777777778,1,1,1,0,"2",0,0,0,1,0,1,"1","0",5,"3","0","3",3,0,1,3,0,1,0,NA,0,"NL","nld",0.9,1
"530","Old 135",3,0,1,"135.3.3",1,"73",7,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,16,1.77777777777778,1,1,1,0,"2",0,0,0,1,0,1,"1","0",5,"3","0","3",3,0,1,3,0,1,0,NA,0,"NL","nld",0.92,1
"531","Old 135",4,0,1,"135.1.4",1,"73",14,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,9,9,0,18,2,1,1,1,0,"2",0,0,0,1,0,0,"3","4",38,"2","0","1",2,1,1,2,1,2,0,NA,0,"NL","nld",0.93,0.91
"532","Old 135",4,0,1,"135.2.4",1,"73",7,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,9,9,0,16,1.77777777777778,1,1,1,0,"2",0,0,0,1,0,0,"3","4",38,"2","0","1",2,1,1,2,1,2,0,NA,0,"NL","nld",0.95,0.91
"533","Old 135",4,0,1,"135.3.4",1,"73",7,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,9,9,0,16,1.77777777777778,1,1,1,0,"2",0,0,0,1,0,0,"3","4",38,"2","0","1",2,1,1,2,1,2,0,NA,0,"NL","nld",0.89,0.89
"534","Old 136",1,0,1,"136.1.1",0,"73",14,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,18,2,1,1,1,0,"2",0,0,0,1,0,1,"1","0",5,"3","0","3",3,0,1,3,0,1,0,NA,0,"NL","nld",0.9,0.99
"535","Old 136",1,0,1,"136.2.1",0,"73",7,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,16,1.77777777777778,1,1,1,0,"2",0,0,0,1,0,1,"1","0",5,"3","0","3",3,0,1,3,0,1,0,NA,0,"NL","nld",0.94,0.99
"536","Old 136",1,0,1,"136.3.1",0,"73",7,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,16,1.77777777777778,1,1,1,0,"2",0,0,0,1,0,1,"1","0",5,"3","0","3",3,0,1,3,0,1,0,NA,0,"NL","nld",0.93,0.99
"537","Old 136",2,0,1,"136.1.2",1,"73",14,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,18,2,1,1,1,0,"2",0,0,0,1,0,0,"1","0",5,"3","0","3",3,0,1,3,0,1,0,NA,0,"NL","nld",0.86,1
"538","Old 136",2,0,1,"136.2.2",1,"73",7,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,16,1.77777777777778,1,1,1,0,"2",0,0,0,1,0,0,"1","0",5,"3","0","3",3,0,1,3,0,1,0,NA,0,"NL","nld",0.91,1
"539","Old 136",2,0,1,"136.3.2",1,"73",7,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,16,1.77777777777778,1,1,1,0,"2",0,0,0,1,0,0,"1","0",5,"3","0","3",3,0,1,3,0,1,0,NA,0,"NL","nld",0.92,1
"540","Old 136",3,0,1,"136.1.3",1,"73",14,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,18,2,1,1,1,0,"2",0,0,0,1,0,0,"1","0",5,"3","0","3",3,0,1,3,0,1,0,NA,0,"NL","nld",0.88,1
"541","Old 136",3,0,1,"136.2.3",1,"73",7,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,16,1.77777777777778,1,1,1,0,"2",0,0,0,1,0,0,"1","0",5,"3","0","3",3,0,1,3,0,1,0,NA,0,"NL","nld",0.95,1
"542","Old 136",3,0,1,"136.3.3",1,"73",7,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,16,1.77777777777778,1,1,1,0,"2",0,0,0,1,0,0,"1","0",5,"3","0","3",3,0,1,3,0,1,0,NA,0,"NL","nld",0.82,1
"543","Old 136",4,0,1,"136.1.4",1,"73",14,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,9,9,0,18,2,1,1,1,0,"2",0,0,0,1,0,0,"3","4",38,"2","0","1",2,1,1,2,1,2,0,NA,0,"NL","nld",0.78,0.89
"544","Old 136",4,0,1,"136.2.4",1,"73",7,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,9,9,0,16,1.77777777777778,1,1,1,0,"2",0,0,0,1,0,0,"3","4",38,"2","0","1",2,1,1,2,1,2,0,NA,0,"NL","nld",0.93,0.92
"545","Old 136",4,0,1,"136.3.4",1,"73",7,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,9,9,0,16,1.77777777777778,1,1,1,0,"2",0,0,0,1,0,0,"3","4",38,"2","0","1",2,1,1,2,1,2,0,NA,0,"NL","nld",0.9,0.91
"546","Old 137",1,0,1,"137.1.1",0,"73",14,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,18,2,1,1,1,0,"2",0,0,0,1,0,0,"1","0",5,"3","0","3",3,0,1,3,0,1,0,NA,0,"NL","nld",0.93,1
"547","Old 137",1,0,1,"137.2.1",0,"73",7,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,16,1.77777777777778,1,1,1,0,"2",0,0,0,1,0,0,"1","0",5,"3","0","3",3,0,1,3,0,1,0,NA,0,"NL","nld",0.92,1
"548","Old 137",1,0,1,"137.3.1",0,"73",7,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,16,1.77777777777778,1,1,1,0,"2",0,0,0,1,0,0,"1","0",5,"3","0","3",3,0,1,3,0,1,0,NA,0,"NL","nld",0.92,1
"549","Old 137",2,0,1,"137.1.2",1,"73",14,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,18,2,1,1,1,0,"2",0,0,0,1,0,1,"1","0",5,"3","0","3",3,0,1,3,0,1,0,NA,0,"NL","nld",0.9,1
"550","Old 137",2,0,1,"137.2.2",1,"73",7,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,16,1.77777777777778,1,1,1,0,"2",0,0,0,1,0,1,"1","0",5,"3","0","3",3,0,1,3,0,1,0,NA,0,"NL","nld",0.96,1
"551","Old 137",2,0,1,"137.3.2",1,"73",7,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,16,1.77777777777778,1,1,1,0,"2",0,0,0,1,0,1,"1","0",5,"3","0","3",3,0,1,3,0,1,0,NA,0,"NL","nld",0.94,1
"552","Old 137",3,0,1,"137.1.3",1,"73",14,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,18,2,1,1,1,0,"2",0,0,0,1,0,1,"1","0",5,"3","0","3",3,0,1,3,0,1,0,NA,0,"NL","nld",0.87,1
"553","Old 137",3,0,1,"137.2.3",1,"73",7,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,16,1.77777777777778,1,1,1,0,"2",0,0,0,1,0,1,"1","0",5,"3","0","3",3,0,1,3,0,1,0,NA,0,"NL","nld",0.97,1
"554","Old 137",3,0,1,"137.3.3",1,"73",7,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,16,1.77777777777778,1,1,1,0,"2",0,0,0,1,0,1,"1","0",5,"3","0","3",3,0,1,3,0,1,0,NA,0,"NL","nld",0.91,1
"555","Old 137",4,0,1,"137.1.4",1,"73",14,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,9,9,0,18,2,1,1,1,0,"2",0,0,0,1,0,0,"3","4",38,"2","0","1",2,1,1,2,1,2,0,NA,0,"NL","nld",0.79,0.9
"556","Old 137",4,0,1,"137.2.4",1,"73",7,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,9,9,0,16,1.77777777777778,1,1,1,0,"2",0,0,0,1,0,0,"3","4",38,"2","0","1",2,1,1,2,1,2,0,NA,0,"NL","nld",0.94,0.93
"557","Old 137",4,0,1,"137.3.4",1,"73",7,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,9,9,0,16,1.77777777777778,1,1,1,0,"2",0,0,0,1,0,0,"3","4",38,"2","0","1",2,1,1,2,1,2,0,NA,0,"NL","nld",0.9,0.93
"558","Old 138",1,0,1,"138.1.1",0,"73",14,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,18,2,1,1,1,0,"2",0,0,0,1,0,0,"1","0",5,"3","0","3",3,0,1,3,0,1,0,NA,0,"NL","nld",0.83,1
"559","Old 138",1,0,1,"138.2.1",0,"73",7,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,16,1.77777777777778,1,1,1,0,"2",0,0,0,1,0,0,"1","0",4,"3","0","3",3,0,1,3,0,1,0,NA,0,"NL","nld",0.94,1
"560","Old 138",1,0,1,"138.3.1",0,"73",7,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,16,1.77777777777778,1,1,1,0,"2",0,0,0,1,0,0,"1","0",5,"3","0","3",3,0,1,3,0,1,0,NA,0,"NL","nld",0.96,1
"561","Old 138",2,0,1,"138.1.2",1,"73",14,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,18,2,1,1,1,0,"2",0,0,0,1,0,1,"1","0",5,"3","0","3",3,0,1,3,0,1,0,NA,0,"NL","nld",0.97,0.99
"562","Old 138",2,0,1,"138.2.2",1,"73",7,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,16,1.77777777777778,1,1,1,0,"2",0,0,0,1,0,1,"1","0",5,"3","0","3",3,0,1,3,0,1,0,NA,0,"NL","nld",0.98,0.99
"563","Old 138",2,0,1,"138.3.2",1,"73",7,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,16,1.77777777777778,1,1,1,0,"2",0,0,0,1,0,1,"1","0",5,"3","0","3",3,0,1,3,0,1,0,NA,0,"NL","nld",0.95,0.99
"564","Old 138",3,0,1,"138.1.3",1,"73",14,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,18,2,1,1,1,0,"2",0,0,0,1,0,0,"1","0",5,"3","0","3",3,0,1,3,0,1,0,NA,0,"NL","nld",0.9,0.99
"565","Old 138",3,0,1,"138.2.3",1,"73",7,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,16,1.77777777777778,1,1,1,0,"2",0,0,0,1,0,0,"1","0",5,"3","0","3",3,0,1,3,0,1,0,NA,0,"NL","nld",0.95,0.99
"566","Old 138",3,0,1,"138.3.3",1,"73",7,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,16,1.77777777777778,1,1,1,0,"2",0,0,0,1,0,0,"1","0",5,"3","0","3",3,0,1,3,0,1,0,NA,0,"NL","nld",0.87,0.99
"567","Old 138",4,0,1,"138.1.4",1,"73",14,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,9,9,0,18,2,1,1,1,0,"2",0,0,0,1,0,0,"3","4",38,"2","0","1",2,1,1,2,1,2,0,NA,0,"NL","nld",0.85,0.93
"568","Old 138",4,0,1,"138.2.4",1,"73",7,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,9,9,0,16,1.77777777777778,1,1,1,0,"2",0,0,0,1,0,0,"3","4",38,"2","0","1",2,1,1,2,1,2,0,NA,0,"NL","nld",0.83,0.93
"569","Old 138",4,0,1,"138.3.4",1,"73",7,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,9,9,0,16,1.77777777777778,1,1,1,0,"2",0,0,0,1,0,0,"3","4",38,"2","0","1",2,1,1,2,1,2,0,NA,0,"NL","nld",0.92,0.94
"570","Old 139",4,0,1,"139.1.4",1,"73",7,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,7,7,0,11,1.57142857142857,2,2,1,0,"1",1,0,1,0,0,0,"3","4",38,"2","0","1",2,1,1,2,1,2,2,52,0,"NL","nld",0.9,0.95
"571","Old 139",4,0,1,"139.2.4",1,"73",7,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,7,7,0,9,1.28571428571429,2,2,1,0,"1",1,0,1,0,0,0,"3","4",38,"2","0","1",2,1,1,2,1,2,2,53,0,"NL","nld",0.88,0.95
"572","Old 139",4,0,1,"139.3.4",1,"73",4,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,7,7,0,9,1.28571428571429,2,2,1,0,"1",1,0,1,0,0,0,"3","4",38,"2","0","1",2,1,1,2,1,2,2,54,0,"NL","nld",0.95,0.96
"573","Old 139",1,0,1,"139.1.1",0,"73",7,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7,7,0,11,1.57142857142857,2,2,1,0,"1",1,0,1,0,0,1,"3","0",5,"3","0","1",2,1,1,3,1,1,3,26,0,"NL","nld",0.97,1
"574","Old 139",1,0,1,"139.2.1",0,"73",7,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7,7,0,9,1.28571428571429,2,2,1,0,"1",1,0,1,0,0,1,"3","0",5,"3","0","1",2,1,1,3,1,1,3,27,0,"NL","nld",0.98,1
"575","Old 139",1,0,1,"139.3.1",0,"73",4,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7,7,0,9,1.28571428571429,2,2,1,0,"1",1,0,1,0,0,1,"3","0",5,"3","0","1",2,1,1,3,1,1,3,28,0,"NL","nld",0.93,1
"576","Old 139",2,0,1,"139.1.2",1,"73",7,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,7,7,0,11,1.57142857142857,2,2,1,0,"1",1,0,1,0,0,0,"3","0",5,"3","0","1",2,1,1,1,1,1,3,49,0,"NL","nld",0.95,1
"577","Old 139",2,0,1,"139.2.2",1,"73",7,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,7,7,0,9,1.28571428571429,2,2,1,0,"1",1,0,1,0,0,0,"3","0",5,"3","0","1",2,1,1,1,1,1,3,50,0,"NL","nld",0.93,1
"578","Old 139",2,0,1,"139.3.2",1,"73",4,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,7,7,0,9,1.28571428571429,2,2,1,0,"1",1,0,1,0,0,0,"3","0",5,"3","0","1",2,1,1,1,1,1,3,51,0,"NL","nld",0.99,1
"579","Old 139",3,0,1,"139.1.3",1,"73",7,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7,7,0,11,1.57142857142857,2,2,1,0,"1",1,0,1,0,0,1,"3","0",5,"3","0","1",2,1,1,3,1,1,3,25,0,"NL","nld",0.93,1
"580","Old 139",3,0,1,"139.2.3",1,"73",7,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7,7,0,9,1.28571428571429,2,2,1,0,"1",1,0,1,0,0,1,"3","0",5,"3","0","1",2,1,1,3,1,1,3,26,0,"NL","nld",0.91,1
"581","Old 139",3,0,1,"139.3.3",1,"73",4,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7,7,0,9,1.28571428571429,2,2,1,0,"1",1,0,1,0,0,1,"3","0",5,"3","0","1",2,1,1,3,1,1,3,27,0,"NL","nld",0.94,1
"582","Old 140",4,0,1,"140.1.4",1,"73",7,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,7,7,0,11,1.57142857142857,2,2,1,0,"1",1,0,1,0,0,0,"3","4",38,"2","0","1",2,1,1,2,1,2,2,52,0,"NL","nld",0.91,0.95
"583","Old 140",4,0,1,"140.2.4",1,"73",7,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,7,7,0,9,1.28571428571429,2,2,1,0,"1",1,0,1,0,0,0,"3","4",38,"2","0","1",2,1,1,2,1,2,2,53,0,"NL","nld",0.89,0.95
"584","Old 140",4,0,1,"140.3.4",1,"73",4,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,7,7,0,9,1.28571428571429,2,2,1,0,"1",1,0,1,0,0,0,"3","4",38,"2","0","1",2,1,1,2,1,2,2,54,0,"NL","nld",0.96,0.95
"585","Old 140",1,0,1,"140.1.1",0,"73",7,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7,7,0,11,1.57142857142857,2,2,1,0,"1",1,0,1,0,0,1,"3","0",5,"3","0","1",2,1,1,3,1,1,3,26,0,"NL","nld",0.96,0.99
"586","Old 140",1,0,1,"140.2.1",0,"73",7,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7,7,0,9,1.28571428571429,2,2,1,0,"1",1,0,1,0,0,1,"3","0",5,"3","0","1",2,1,1,3,1,1,3,27,0,"NL","nld",0.95,0.99
"587","Old 140",1,0,1,"140.3.1",0,"73",4,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7,7,0,9,1.28571428571429,2,2,1,0,"1",1,0,1,0,0,1,"3","0",5,"3","0","1",2,1,1,3,1,1,3,28,0,"NL","nld",0.97,0.99
"588","Old 140",2,0,1,"140.1.2",1,"73",7,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,7,7,0,11,1.57142857142857,2,2,1,0,"1",1,0,1,0,0,0,"3","0",5,"3","0","1",2,1,1,1,1,1,3,49,0,"NL","nld",0.97,0.99
"589","Old 140",2,0,1,"140.2.2",1,"73",7,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,7,7,0,9,1.28571428571429,2,2,1,0,"1",1,0,1,0,0,0,"3","0",5,"3","0","1",2,1,1,1,1,1,3,50,0,"NL","nld",0.97,0.99
"590","Old 140",2,0,1,"140.3.2",1,"73",4,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,7,7,0,9,1.28571428571429,2,2,1,0,"1",1,0,1,0,0,0,"3","0",5,"3","0","1",2,1,1,1,1,1,3,51,0,"NL","nld",0.97,0.99
"591","Old 140",3,0,1,"140.1.3",1,"73",7,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,7,7,0,11,1.57142857142857,2,2,1,0,"1",1,0,1,0,0,0,"3","0",5,"3","0","1",2,1,1,1,1,1,3,25,0,"NL","nld",0.91,0.98
"592","Old 140",3,0,1,"140.2.3",1,"73",7,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,7,7,0,9,1.28571428571429,2,2,1,0,"1",1,0,1,0,0,0,"3","0",5,"3","0","1",2,1,1,1,1,1,3,26,0,"NL","nld",0.92,0.98
"593","Old 140",3,0,1,"140.3.3",1,"73",4,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,7,7,0,9,1.28571428571429,2,2,1,0,"1",1,0,1,0,0,0,"3","0",5,"3","0","1",2,1,1,1,1,1,3,27,0,"NL","nld",0.97,0.98
