"","study","method","interviewer","computer.assisted","item_name","repetition","concept","domain","past","future","centrality","socdesir","visual","questiontype","motivation","opinionother","gradation","instr_respon","instr_interv","intropresent","intr_request","numsub_intro","nwords_intro","avgwrd_intro","nnouns_intro","nabst_intro","avgabs_intro","nwords_total","avgwrd_total","nsub_quest","nsyll_total","avgsy_total","nnouns_total","nabst_total","avgabs_total","used_WH_word","form_basic","stimulus","absolute","balance","encourage","subjectiveop","knowledge","dont_know","scale_basic","ncategories","labels","labels_gramm","scal_neutral","range.correspondence","scale_urange","scale_trange","scale_corres","symmetry","labels_order","fixrefpoints","position","usedshowcard","country","language","rel","val"
"339","Old 117",2,0,1,"117.2.2",1,"3",6,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,6,6,0,10,1.66666666666667,1,1,1,0,"2",1,0,0,0,0,1,"3","0",11,"2","1","1",2,1,1,2,1,2,2,41,0,"NL","nld",0.98,0.97
"340","Old 117",2,0,1,"117.3.2",1,"3",6,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,6,6,0,13,2.16666666666667,1,1,1,0,"2",1,0,0,0,0,1,"3","0",11,"2","1","1",2,1,1,2,1,2,2,43,0,"NL","nld",0.87,0.96
"341","Old 117",3,0,1,"117.1.3",1,"3",6,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,6,6,0,11,1.83333333333333,1,1,1,0,"2",1,0,0,0,0,1,"3","4",38,"2","0","1",2,1,1,2,1,2,2,21,0,"NL","nld",0.95,0.98
"342","Old 117",3,0,1,"117.2.3",1,"3",6,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,6,6,0,10,1.66666666666667,1,1,1,0,"2",1,0,0,0,0,1,"3","4",38,"2","0","1",2,1,1,2,1,2,2,23,0,"NL","nld",0.93,0.98
"343","Old 117",3,0,1,"117.3.3",1,"3",6,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,6,6,0,13,2.16666666666667,1,1,1,0,"2",1,0,0,0,0,1,"3","4",38,"2","0","1",2,1,1,2,1,2,2,25,0,"NL","nld",0.88,0.98
"344","Old 117",4,0,1,"117.1.4",1,"3",6,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,6,6,0,11,1.83333333333333,1,1,1,0,"2",1,0,0,0,0,1,"3","3",100,"2","0","1",2,1,1,2,1,2,3,52,0,"NL","nld",0.9,0.9
"345","Old 117",4,0,1,"117.2.4",1,"3",6,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,6,6,0,10,1.66666666666667,1,1,1,0,"2",1,0,0,0,0,1,"3","3",100,"2","0","1",2,1,1,2,1,2,3,54,0,"NL","nld",0.92,0.9
"346","Old 117",4,0,1,"117.3.4",1,"3",6,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,6,6,0,13,2.16666666666667,1,1,1,0,"2",1,0,0,0,0,1,"3","3",100,"2","0","1",2,1,1,2,1,2,3,56,0,"NL","nld",0.84,0.88
"347","Old 118",1,0,1,"118.1.1",0,"3",6,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,8,8,0,14,1.75,1,1,1,0,"2",1,0,0,0,0,1,"3","0",11,"2","1","1",2,1,1,2,1,2,2,15,0,"NL","nld",0.88,0.98
"348","Old 118",1,0,1,"118.2.1",0,"3",6,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,6,6,0,10,1.66666666666667,1,1,1,0,"2",1,0,0,0,0,1,"3","0",11,"2","1","1",2,1,1,2,1,2,2,16,0,"NL","nld",0.73,0.97
"349","Old 118",1,0,1,"118.3.1",0,"3",6,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,7,7,0,13,1.85714285714286,1,1,1,0,"2",1,0,0,0,0,1,"3","0",11,"2","1","1",2,1,1,2,1,2,2,17,0,"NL","nld",0.79,0.98
"350","Old 118",2,0,1,"118.1.2",1,"3",6,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,8,8,0,14,1.75,1,1,1,0,"2",1,0,0,0,0,1,"3","4",38,"2","0","1",2,1,1,2,1,2,2,33,0,"NL","nld",0.91,0.91
"351","Old 118",2,0,1,"118.2.2",1,"3",6,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,6,6,0,10,1.66666666666667,1,1,1,0,"2",1,0,0,0,0,1,"3","4",38,"2","0","1",2,1,1,2,1,2,2,34,0,"NL","nld",0.94,0.91
"352","Old 118",2,0,1,"118.3.2",1,"3",6,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,7,7,0,13,1.85714285714286,1,1,1,0,"2",1,0,0,0,0,1,"3","4",38,"2","0","1",2,1,1,2,1,2,2,35,0,"NL","nld",0.98,0.92
"353","Old 118",4,0,1,"118.1.4",1,"3",6,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,8,8,0,14,1.75,1,1,1,0,"2",1,0,0,0,0,1,"3","4",38,"2","0","1",2,1,1,2,1,2,2,44,0,"NL","nld",0.92,0.91
"354","Old 118",4,0,1,"118.2.4",1,"3",6,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,6,6,0,10,1.66666666666667,1,1,1,0,"2",1,0,0,0,0,1,"3","4",38,"2","0","1",2,1,1,2,1,2,2,45,0,"NL","nld",0.93,0.91
"355","Old 118",4,0,1,"118.3.4",1,"3",6,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,7,7,0,13,1.85714285714286,1,1,1,0,"2",1,0,0,0,0,1,"3","4",38,"2","0","1",2,1,1,2,1,2,2,46,0,"NL","nld",0.97,0.92
"356","Old 118",3,0,1,"118.1.3",1,"3",6,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,8,8,0,14,1.75,1,1,1,0,"2",1,0,0,0,0,1,"3","3",100,"2","0","1",2,1,1,2,1,2,3,15,0,"NL","nld",0.88,0.89
"357","Old 118",3,0,1,"118.2.3",1,"3",6,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,6,6,0,10,1.66666666666667,1,1,1,0,"2",1,0,0,0,0,1,"3","3",100,"2","0","1",2,1,1,2,1,2,3,16,0,"NL","nld",0.81,0.88
"358","Old 118",3,0,1,"118.3.3",1,"3",6,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,7,7,0,13,1.85714285714286,1,1,1,0,"2",1,0,0,0,0,1,"3","3",100,"2","0","1",2,1,1,2,1,2,3,17,0,"NL","nld",0.82,0.88
"359","Old 119",1,0,1,"119.1.1",0,"3",6,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,6,6,0,11,1.83333333333333,1,1,1,0,"2",1,0,0,0,0,1,"3","0",11,"2","1","1",2,1,1,2,1,2,2,21,0,"NL","nld",0.96,0.99
"360","Old 119",1,0,1,"119.2.1",0,"3",6,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,6,6,0,10,1.66666666666667,1,1,1,0,"2",1,0,0,0,0,1,"3","0",11,"2","1","1",2,1,1,2,1,2,2,23,0,"NL","nld",0.88,0.99
"361","Old 119",1,0,1,"119.3.1",0,"3",6,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,6,6,0,13,2.16666666666667,1,1,1,0,"2",1,0,0,0,0,1,"3","0",11,"2","1","1",2,1,1,2,1,2,2,25,0,"NL","nld",0.85,0.99
"362","Old 119",2,0,1,"119.1.2",1,"3",6,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,6,6,0,11,1.83333333333333,1,1,1,0,"2",1,0,0,0,0,1,"3","4",38,"2","0","1",2,1,1,2,1,2,2,39,0,"NL","nld",0.94,0.94
"363","Old 119",2,0,1,"119.2.2",1,"3",6,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,6,6,0,10,1.66666666666667,1,1,1,0,"2",1,0,0,0,0,1,"3","4",38,"2","0","1",2,1,1,2,1,2,2,41,0,"NL","nld",0.93,0.93
"364","Old 119",2,0,1,"119.3.2",1,"3",6,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,6,6,0,13,2.16666666666667,1,1,1,0,"2",1,0,0,0,0,1,"3","4",38,"2","0","1",2,1,1,2,1,2,2,43,0,"NL","nld",0.92,0.93
"365","Old 119",4,0,1,"119.1.4",1,"3",6,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,6,6,0,11,1.83333333333333,1,1,1,0,"2",1,0,0,0,0,1,"3","4",38,"2","0","1",2,1,1,2,1,2,2,52,0,"NL","nld",0.94,0.91
"366","Old 119",4,0,1,"119.2.4",1,"3",6,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,6,6,0,10,1.66666666666667,1,1,1,0,"2",1,0,0,0,0,1,"3","4",38,"2","0","1",2,1,1,2,1,2,2,54,0,"NL","nld",0.94,0.91
"367","Old 119",4,0,1,"119.3.4",1,"3",6,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,6,6,0,13,2.16666666666667,1,1,1,0,"2",1,0,0,0,0,1,"3","4",38,"2","0","1",2,1,1,2,1,2,2,56,0,"NL","nld",0.86,0.89
"368","Old 119",3,0,1,"119.1.3",1,"3",6,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,6,6,0,11,1.83333333333333,1,1,1,0,"2",1,0,0,0,0,1,"3","3",100,"2","0","1",2,1,1,2,1,2,3,21,0,"NL","nld",0.93,0.94
"369","Old 119",3,0,1,"119.2.3",1,"3",6,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,6,6,0,10,1.66666666666667,1,1,1,0,"2",1,0,0,0,0,1,"3","3",100,"2","0","1",2,1,1,2,1,2,3,23,0,"NL","nld",0.87,0.94
"370","Old 119",3,0,1,"119.3.3",1,"3",6,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,6,6,0,13,2.16666666666667,1,1,1,0,"2",1,0,0,0,0,1,"3","3",100,"2","0","1",2,1,1,2,1,2,3,25,0,"NL","nld",0.87,0.93
"371","Old 120",1,0,1,"120.1.1",0,"71",6,0,0,0,1,1,2,1,0,1,1,0,1,0,2,36,18,8,8,1,24,12,1,11,0.458333333333333,1,0,0,0,"2",1,0,0,0,0,0,"3","4",38,"2","0","1",2,1,1,2,0,2,2,2,0,"NL","nld",0.91,0.93
"372","Old 120",1,0,1,"120.2.1",0,"71",6,0,0,0,1,1,1,0,0,1,1,0,1,0,2,36,18,8,8,1,20,10,1,31,1.55,3,1,0.333333333333333,0,"2",1,0,0,0,0,0,"3","4",38,"2","0","1",2,1,1,2,0,2,2,3,0,"NL","nld",0.91,0.93
"373","Old 120",1,0,1,"120.3.1",0,"71",6,0,0,0,1,1,1,0,0,1,1,0,1,0,2,36,18,8,8,1,18,9,1,31,1.72222222222222,4,4,1,0,"2",1,0,0,0,0,0,"3","4",38,"2","0","1",2,1,1,2,0,2,2,4,0,"NL","nld",0.87,0.92
"374","Old 120",2,0,1,"120.1.2",1,"71",6,0,0,0,1,1,2,1,0,1,1,0,1,0,2,36,18,8,8,1,31,16,1,11,0.354838709677419,1,0,0,0,"2",1,0,0,0,0,1,"3","3",100,"2","0","1",2,1,1,2,0,2,2,52,0,"NL","nld",0.9,0.85
"375","Old 120",2,0,1,"120.2.2",1,"71",6,0,0,0,1,1,1,0,0,1,1,0,1,0,2,36,18,8,8,1,20,10,1,31,1.55,3,1,0.333333333333333,0,"2",1,0,0,0,0,1,"3","3",100,"2","0","1",2,1,1,2,0,2,2,53,0,"NL","nld",0.91,0.85
"376","Old 120",2,0,1,"120.3.2",1,"71",6,0,0,0,1,1,1,0,0,1,1,0,1,0,2,36,18,8,8,1,18,9,1,31,1.72222222222222,4,4,1,0,"2",1,0,0,0,0,1,"3","3",100,"2","0","1",2,1,1,2,0,2,2,54,0,"NL","nld",0.84,0.81
"377","Old 120",3,0,1,"120.1.3",1,"71",6,0,0,0,1,1,2,1,0,1,1,0,1,0,1,30,15,6,6,1,24,8,1,30,1.25,3,2,0.666666666666667,0,"2",1,0,0,0,0,0,"3","4",38,"2","0","1",2,1,1,2,0,2,2,21,0,"NL","nld",0.92,0.99
"378","Old 120",3,0,1,"120.2.3",1,"71",6,0,0,0,1,1,1,0,0,1,1,0,1,0,1,30,15,6,6,1,20,10,1,31,1.55,3,1,0.333333333333333,0,"2",1,0,0,0,0,0,"3","4",38,"2","0","1",2,1,1,2,0,2,2,22,0,"NL","nld",0.93,0.99
"379","Old 120",3,0,1,"120.3.3",1,"71",6,0,0,0,1,1,1,0,0,1,1,0,1,0,1,30,15,6,6,1,18,9,1,31,1.72222222222222,4,4,1,0,"2",1,0,0,0,0,0,"3","4",38,"2","0","1",2,1,1,2,0,2,2,23,0,"NL","nld",0.9,0.99
"380","Old 120",4,0,1,"120.1.4",1,"71",6,0,0,0,1,1,1,1,0,1,1,0,1,0,0,5,5,1,1,1,9,5,0,10,1.11111111111111,1,0,0,0,"2",1,0,0,0,0,1,"3","0",11,"2","0","1",2,1,1,2,0,2,2,50,0,"NL","nld",0.93,0.96
"381","Old 120",4,0,1,"120.2.4",1,"71",6,0,0,0,1,1,1,0,0,1,1,0,1,0,0,5,5,1,1,1,20,10,1,31,1.55,3,1,0.333333333333333,0,"2",1,0,0,0,0,1,"3","0",11,"2","0","1",2,1,1,2,0,2,2,51,0,"NL","nld",0.96,0.97
"382","Old 120",4,0,1,"120.3.4",1,"71",6,0,0,0,1,1,1,0,0,1,1,0,1,0,0,5,5,1,1,1,18,9,1,31,1.72222222222222,4,4,1,0,"2",1,0,0,0,0,1,"3","0",11,"2","0","1",2,1,1,2,0,2,2,52,0,"NL","nld",0.88,0.96
"383","Old 121",1,0,1,"121.1.1",0,"71",6,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,19,10,0,33,1.73684210526316,4,4,1,0,"2",1,0,0,0,0,0,"3","4",38,"2","0","1",2,1,1,2,0,2,2,7,0,"NL","nld",0.77,0.9
"384","Old 121",1,0,1,"121.2.1",0,"71",6,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,15,8,0,23,1.53333333333333,1,1,1,0,"2",1,0,0,0,0,0,"3","4",38,"2","0","1",2,1,1,2,0,2,2,8,0,"NL","nld",0.9,0.93
"385","Old 121",1,0,1,"121.3.1",0,"71",6,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,12,6,0,19,1.58333333333333,2,0,0,0,"2",1,0,0,0,0,0,"3","4",38,"2","0","1",2,1,1,2,0,2,2,9,0,"NL","nld",0.92,0.93
"386","Old 121",2,0,1,"121.1.2",1,"71",6,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,19,10,0,33,1.73684210526316,4,4,1,0,"2",1,0,0,0,0,1,"3","3",100,"2","0","1",2,1,1,2,0,2,2,58,0,"NL","nld",0.74,0.71
"387","Old 121",2,0,1,"121.2.2",1,"71",6,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,15,8,0,23,1.53333333333333,1,1,1,0,"2",1,0,0,0,0,1,"3","3",100,"2","0","1",2,1,1,2,0,2,2,59,0,"NL","nld",0.92,0.84
"388","Old 121",2,0,1,"121.3.2",1,"71",6,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,12,6,0,19,1.58333333333333,2,0,0,0,"2",1,0,0,0,0,1,"3","3",100,"2","0","1",2,1,1,2,0,2,2,60,0,"NL","nld",0.89,0.83
"389","Old 121",3,0,1,"121.1.3",1,"71",6,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,19,10,0,33,1.73684210526316,4,4,1,0,"2",1,0,0,0,0,0,"3","4",38,"2","0","1",2,1,1,2,0,2,2,27,0,"NL","nld",0.82,0.98
"390","Old 121",3,0,1,"121.2.3",1,"71",6,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,15,8,0,23,1.53333333333333,1,1,1,0,"2",1,0,0,0,0,0,"3","4",38,"2","0","1",2,1,1,2,0,2,2,28,0,"NL","nld",0.94,0.98
"391","Old 121",3,0,1,"121.3.3",1,"71",6,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,12,6,0,19,1.58333333333333,2,0,0,0,"2",1,0,0,0,0,0,"3","4",38,"2","0","1",2,1,1,2,0,2,2,29,0,"NL","nld",0.94,0.98
"392","Old 121",4,0,1,"121.1.4",1,"71",6,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,19,10,0,33,1.73684210526316,4,4,1,0,"2",1,0,0,0,0,1,"3","0",11,"2","0","1",2,1,1,2,0,2,2,56,0,"NL","nld",0.75,0.95
"393","Old 121",4,0,1,"121.2.4",1,"71",6,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,15,8,0,23,1.53333333333333,1,1,1,0,"2",1,0,0,0,0,1,"3","0",11,"2","0","1",2,1,1,2,0,2,2,57,0,"NL","nld",0.95,0.97
"394","Old 121",4,0,1,"121.3.4",1,"71",6,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,12,6,0,19,1.58333333333333,2,0,0,0,"2",1,0,0,0,0,1,"3","0",11,"2","0","1",2,1,1,2,0,2,2,58,0,"NL","nld",0.92,0.97
"395","Old 122",1,0,1,"122.1.1",0,"71",6,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,16,8,0,22,1.375,3,0,0,0,"2",1,0,0,0,0,0,"3","4",38,"2","0","1",2,1,1,2,0,2,2,13,0,"NL","nld",0.88,0.94
"396","Old 122",1,0,1,"122.2.1",0,"71",6,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,20,10,0,27,1.35,2,2,1,0,"2",1,0,0,0,0,0,"3","4",38,"2","0","1",2,1,1,2,0,2,2,14,0,"NL","nld",0.87,0.94
"397","Old 122",1,0,1,"122.3.1",0,"71",6,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,17,9,0,24,1.41176470588235,4,0,0,0,"2",1,0,0,0,0,0,"3","4",38,"2","0","1",2,1,1,2,0,2,2,15,0,"NL","nld",0.88,0.94
"398","Old 122",2,0,1,"122.1.2",1,"71",6,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,16,8,0,22,1.375,3,0,0,0,"2",1,0,0,0,0,1,"3","3",100,"2","0","1",2,1,1,2,0,2,2,64,0,"NL","nld",0.88,0.84
"399","Old 122",2,0,1,"122.2.2",1,"71",6,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,20,10,0,27,1.35,2,2,1,0,"2",1,0,0,0,0,1,"3","3",100,"2","0","1",2,1,1,2,0,2,2,65,0,"NL","nld",0.93,0.88
"400","Old 122",2,0,1,"122.3.2",1,"71",6,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,17,9,0,24,1.41176470588235,4,0,0,0,"2",1,0,0,0,0,1,"3","3",100,"2","0","1",2,1,1,2,0,2,2,66,0,"NL","nld",0.9,0.85
"401","Old 122",3,0,1,"122.1.3",1,"71",6,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,16,8,0,22,1.375,3,0,0,0,"2",1,0,0,0,0,0,"3","4",38,"2","0","1",2,1,1,2,0,2,2,33,0,"NL","nld",0.95,0.99
"402","Old 122",3,0,1,"122.2.3",1,"71",6,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,20,10,0,27,1.35,2,2,1,0,"2",1,0,0,0,0,0,"3","4",38,"2","0","1",2,1,1,2,0,2,2,34,0,"NL","nld",0.92,0.99
"403","Old 122",3,0,1,"122.3.3",1,"71",6,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,17,9,0,24,1.41176470588235,4,0,0,0,"2",1,0,0,0,0,0,"3","4",38,"2","0","1",2,1,1,2,0,2,2,35,0,"NL","nld",0.93,0.99
"404","Old 122",4,0,1,"122.1.4",1,"71",6,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,16,8,0,22,1.375,3,0,0,0,"2",1,0,0,0,0,1,"3","0",11,"2","0","1",2,1,1,2,0,2,2,62,0,"NL","nld",0.9,0.96
"405","Old 122",4,0,1,"122.2.4",1,"71",6,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,20,10,0,27,1.35,2,2,1,0,"2",1,0,0,0,0,1,"3","0",11,"2","0","1",2,1,1,2,0,2,2,63,0,"NL","nld",0.95,0.97
"406","Old 122",4,0,1,"122.3.4",1,"71",6,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,17,9,0,24,1.41176470588235,4,0,0,0,"2",1,0,0,0,0,1,"3","0",11,"2","0","1",2,1,1,2,0,2,2,64,0,"NL","nld",0.87,0.96
"407","Old 123",1,0,1,"123.1.1",0,"71",6,0,0,0,1,1,2,1,0,1,1,0,1,0,2,36,18,8,8,1,24,12,1,11,0.458333333333333,1,0,0,0,"2",1,0,0,0,0,1,"3","3",100,"2","0","1",2,1,1,2,0,2,2,2,0,"NL","nld",0.91,0.88
"408","Old 123",1,0,1,"123.2.1",0,"71",6,0,0,0,1,1,1,0,0,1,1,0,1,0,2,36,18,8,8,1,20,10,1,31,1.55,3,1,0.333333333333333,0,"2",1,0,0,0,0,1,"3","3",100,"2","0","1",2,1,1,2,0,2,2,3,0,"NL","nld",0.89,0.88
"409","Old 123",1,0,1,"123.3.1",0,"71",6,0,0,0,1,1,1,0,0,1,1,0,1,0,2,36,18,8,8,1,18,9,1,31,1.72222222222222,4,4,1,0,"2",1,0,0,0,0,1,"3","3",100,"2","0","1",2,1,1,2,0,2,2,4,0,"NL","nld",0.78,0.83
"410","Old 123",2,0,1,"123.1.2",1,"71",6,0,0,0,1,1,2,0,0,1,1,0,1,0,2,36,18,8,8,1,28,9,1,11,0.392857142857143,4,3,0.75,0,"2",1,0,0,0,0,0,"3","4",38,"2","0","1",2,1,1,2,0,2,2,52,0,"NL","nld",0.92,0.95
"411","Old 123",2,0,1,"123.2.2",1,"71",6,0,0,0,1,1,1,0,0,1,1,0,1,0,2,36,18,8,8,1,20,10,1,31,1.55,3,1,0.333333333333333,0,"2",1,0,0,0,0,0,"3","4",38,"2","0","1",2,1,1,2,0,2,2,53,0,"NL","nld",0.93,0.95
"412","Old 123",2,0,1,"123.3.2",1,"71",6,0,0,0,1,1,1,0,0,1,1,0,1,0,2,36,18,8,8,1,18,9,1,31,1.72222222222222,4,4,1,0,"2",1,0,0,0,0,0,"3","4",38,"2","0","1",2,1,1,2,0,2,2,54,0,"NL","nld",0.87,0.94
"413","Old 123",3,0,1,"123.1.3",1,"71",6,0,0,0,1,1,2,1,0,1,1,0,1,0,2,36,18,8,8,1,24,8,1,11,0.458333333333333,3,2,0.666666666666667,0,"2",1,0,0,0,0,1,"3","0",11,"2","0","1",2,1,1,2,0,2,2,21,0,"NL","nld",0.88,0.96
"414","Old 123",3,0,1,"123.2.3",1,"71",6,0,0,0,1,1,1,0,0,1,1,0,1,0,2,36,18,8,8,1,20,10,1,31,1.55,3,1,0.333333333333333,0,"2",1,0,0,0,0,1,"3","0",11,"2","0","1",2,1,1,2,0,2,2,22,0,"NL","nld",0.93,0.96
"415","Old 123",3,0,1,"123.3.3",1,"71",6,0,0,0,1,1,1,0,0,1,1,0,1,0,2,36,18,8,8,1,18,9,1,31,1.72222222222222,4,4,1,0,"2",1,0,0,0,0,1,"3","0",11,"2","0","1",2,1,1,2,0,2,2,23,0,"NL","nld",0.87,0.96
"416","Old 123",4,0,1,"123.1.4",1,"71",6,0,0,0,1,1,1,0,0,1,1,0,1,0,0,5,5,1,1,1,9,5,0,11,1.22222222222222,1,0,0,0,"2",1,0,0,0,0,0,"3","4",38,"2","0","1",2,1,1,2,0,2,2,50,0,"NL","nld",0.95,0.98
"417","Old 123",4,0,1,"123.2.4",1,"71",6,0,0,0,1,1,1,0,0,1,1,0,1,0,0,5,5,1,1,1,20,10,1,31,1.55,3,1,0.333333333333333,0,"2",1,0,0,0,0,0,"3","4",38,"2","0","1",2,1,1,2,0,2,2,51,0,"NL","nld",0.95,0.98
"418","Old 123",4,0,1,"123.3.4",1,"71",6,0,0,0,1,1,1,0,0,1,1,0,1,0,0,5,5,1,1,1,18,9,1,31,1.72222222222222,4,4,1,0,"2",1,0,0,0,0,0,"3","4",38,"2","0","1",2,1,1,2,0,2,2,52,0,"NL","nld",0.89,0.97
"419","Old 124",1,0,1,"124.1.1",0,"71",6,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,19,10,0,33,1.73684210526316,4,4,1,0,"2",1,0,0,0,0,1,"3","3",100,"2","0","1",2,1,1,2,0,2,2,7,0,"NL","nld",0.71,0.75
"420","Old 124",1,0,1,"124.2.1",0,"71",6,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,15,8,0,23,1.53333333333333,1,1,1,0,"2",1,0,0,0,0,1,"3","3",100,"2","0","1",2,1,1,2,0,2,2,8,0,"NL","nld",0.91,0.88
"421","Old 124",1,0,1,"124.3.1",0,"71",6,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,12,6,0,19,1.58333333333333,2,0,0,0,"2",1,0,0,0,0,1,"3","3",100,"2","0","1",2,1,1,2,0,2,2,9,0,"NL","nld",0.91,0.87
"422","Old 124",2,0,1,"124.1.2",1,"71",6,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,19,10,0,33,1.73684210526316,4,4,1,0,"2",1,0,0,0,0,0,"3","4",38,"2","0","1",2,1,1,2,0,2,2,58,0,"NL","nld",0.83,0.94
"423","Old 124",2,0,1,"124.2.2",1,"71",6,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,15,8,0,23,1.53333333333333,1,1,1,0,"2",1,0,0,0,0,0,"3","4",38,"2","0","1",2,1,1,2,0,2,2,59,0,"NL","nld",0.93,0.95
"424","Old 124",2,0,1,"124.3.2",1,"71",6,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,12,6,0,19,1.58333333333333,2,0,0,0,"2",1,0,0,0,0,0,"3","4",38,"2","0","1",2,1,1,2,0,2,2,60,0,"NL","nld",0.92,0.95
"425","Old 124",3,0,1,"124.1.3",1,"71",6,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,19,10,0,33,1.73684210526316,4,4,1,0,"2",1,0,0,0,0,1,"3","0",11,"2","0","1",2,1,1,2,0,2,2,27,0,"NL","nld",0.81,0.96
"426","Old 124",3,0,1,"124.2.3",1,"71",6,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,15,8,0,23,1.53333333333333,1,1,1,0,"2",1,0,0,0,0,1,"3","0",11,"2","0","1",2,1,1,2,0,2,2,28,0,"NL","nld",0.93,0.97
"427","Old 124",3,0,1,"124.3.3",1,"71",6,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,12,6,0,19,1.58333333333333,2,0,0,0,"2",1,0,0,0,0,1,"3","0",11,"2","0","1",2,1,1,2,0,2,2,29,0,"NL","nld",0.91,0.97
"428","Old 124",4,0,1,"124.1.4",1,"71",6,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,19,10,0,33,1.73684210526316,4,4,1,0,"2",1,0,0,0,0,0,"3","4",38,"2","0","1",2,1,1,2,0,2,2,56,0,"NL","nld",0.85,0.97
